model_name, vector_size, start, end, nb_zones, metric, mode, tran_size, val_size, test_size, train_pct_size, val_pct_size, test_pct_size, train_acc, val_acc, test_acc, all_acc, F1_train, recall_train, roc_auc_train, F1_val, recall_val, roc_auc_val, F1_test, recall_test, roc_auc_test, F1_all, recall_all, roc_auc_all
ensemble_model_N32_B0_E32_nb_zones_6_highest_sv_std_filters_svdn,32,0,32,6, highest_sv_std_filters, svdn,332,110,110,0.601449275362319,0.199275362318841,0.199275362318841, [0.73529412 0.65151515 0.74242424 0.77272727 0.60606061],0.609090909090909,0.6,0.835144927536232,0.988023952095808,0.993975903614458,0.987951807228916,0.556701030927835,0.482142857142857,0.611441798941799,0.511111111111111,0.433962264150943,0.594174114531612,0.825335892514395,0.781818181818182,0.83495241220873
ensemble_model_N80_B0_E80_nb_zones_8_lowest_sv_std_filters_svdn,80,0,80,8, lowest_sv_std_filters, svdn,446,148,148,0.601078167115903,0.199460916442049,0.199460916442049, [0.62222222 0.71111111 0.62222222 0.63636364 0.60227273],0.614864864864865,0.601351351351351,0.842318059299191,0.997762863534676,1,0.997757847533632,0.645962732919255,0.693333333333333,0.6137899543379,0.670391061452514,0.779220779220779,0.593835741723066,0.85133418043202,0.893333333333333,0.841762034514078
ensemble_model_v2_N40_B0_E40_nb_zones_10_highest_sv_std_filters_svdn,40,0,40, zones, highest_sv_std_filters, svdn,518,172,172,0.60092807424594,0.19953596287703,0.19953596287703, [0.70192308 0.625      0.65384615 0.67307692 0.64705882],0.616279069767442,0.593023255813954,0.837587006960557,0.992217898832685,0.984555984555985,0.992277992277992,0.637362637362637,0.630434782608696,0.615217391304348,0.615384615384615,0.658823529411765,0.593779580797836,0.840546697038725,0.846330275229358,0.83748438644097
ensemble_model_N4_B0_E4_nb_zones_10_highest_wave_sv_std_filters_svdne,4,0,4,10, highest_wave_sv_std_filters, svdne,582,194,194,0.6,0.2,0.2, [0.66101695 0.64655172 0.62068966 0.65517241 0.65517241],0.66887417218543,0.589403973509934,0.873303167420814,1,1,1,0.583333333333333,0.5,0.657407407407407,0.586666666666667,0.54320987654321,0.593033509700176,0.868544600938967,0.83710407239819,0.873303167420815
svm_model_N16_B0_E16_nb_zones_8_highest_wave_sv_std_filters_svd,16,0,16,8, highest_wave_sv_std_filters, svd,450,150,150,0.6,0.2,0.2, [0.5        0.48888889 0.53333333 0.52222222 0.45555556],0.506666666666667,0.586666666666667,0.529333333333333,0.525164113785558,0.533333333333333,0.517777777777778,0.531645569620253,0.545454545454545,0.50560398505604,0.607594936708861,0.685714285714286,0.592857142857143,0.54333764553687,0.564516129032258,0.529612561870626
ensemble_model_v2_N8_B0_E8_nb_zones_6_highest_wave_sv_std_filters_svdn,8,0,8, zones, highest_wave_sv_std_filters, svdn,318,106,106,0.6,0.2,0.2, [0.625      0.765625   0.625      0.703125   0.61290323],0.518867924528302,0.594339622641509,0.8,0.962025316455696,0.955974842767296,0.962264150943396,0.571428571428571,0.607142857142857,0.513571428571429,0.565656565656566,0.549019607843137,0.592691622103387,0.801498127340824,0.804511278195489,0.799982911825017
ensemble_model_v2_N26_B0_E26_nb_zones_12_highest_wave_sv_std_filters_svd,26,0,26, zones, highest_wave_sv_std_filters, svd,650,216,216,0.600739371534196,0.199630314232902,0.199630314232902, [0.77692308 0.76153846 0.84615385 0.76153846 0.8       ],0.564102564102564,0.572649572649573,0.823529411764706,0.916030534351145,0.923076923076923,0.915384615384616,0.638297872340425,0.661764705882353,0.545168067226891,0.583333333333333,0.714285714285714,0.592436974789916,0.829694323144105,0.85972850678733,0.823529411764706
ensemble_model_N16_B0_E16_nb_zones_4_highest_sv_std_filters_svd,16,0,16,4, highest_sv_std_filters, svd,198,66,66,0.6,0.2,0.2, [0.725      0.55       0.575      0.7        0.63157895],0.575757575757576,0.606060606060606,0.836363636363636,1,1,1,0.674418604651163,0.828571428571429,0.559447004608295,0.666666666666667,0.68421052631579,0.592105263157895,0.850828729281768,0.895348837209302,0.83375036797174
ensemble_model_v2_N80_B0_E80_nb_zones_12_lowest_sv_std_filters_svdn,80,0,80, zones, lowest_sv_std_filters, svdn,644,214,214,0.600746268656716,0.199626865671642,0.199626865671642, [0.66923077 0.63846154 0.6171875  0.6953125  0.6015625 ],0.616666666666667,0.591666666666667,0.889140271493213,0.995363214837712,1,0.995341614906832,0.651515151515152,0.682539682539683,0.613199665831245,0.581196581196581,0.596491228070175,0.591896407685881,0.890625,0.902714932126697,0.889140271493213
svm_model_N40_B0_E40_nb_zones_4_lowest_sv_std_filters_svdne,40,0,40,4, lowest_sv_std_filters, svdne,232,77,77,0.601036269430052,0.199481865284974,0.199481865284974, [0.5        0.52173913 0.63043478 0.69565217 0.63043478],0.506493506493506,0.584415584415584,0.766839378238342,0.915254237288135,0.931034482758621,0.913793103448276,0.525,0.567567567567568,0.508783783783784,0.644444444444444,0.783783783783784,0.591891891891892,0.778325123152709,0.831578947368421,0.767830290010741
ensemble_model_N40_B0_E40_nb_zones_12_lowest_sv_std_filters_svdn,40,0,40,12, lowest_sv_std_filters, svdn,630,210,210,0.6,0.2,0.2, [0.66666667 0.67460317 0.67460317 0.58730159 0.67460317],0.590551181102362,0.590551181102362,0.875565610859728,0.990566037735849,1,0.99047619047619,0.573770491803279,0.573770491803279,0.589915548931942,0.587301587301587,0.560606060606061,0.591778440139096,0.875565610859728,0.875565610859728,0.875565610859728
ensemble_model_v2_N8_B0_E8_nb_zones_10_highest_wave_sv_std_filters_svdn,8,0,8, zones, highest_wave_sv_std_filters, svdn,552,184,184,0.6,0.2,0.2, [0.63392857 0.66363636 0.73636364 0.59090909 0.58181818],0.566265060240964,0.590361445783132,0.824660633484163,0.972972972972973,0.978260869565217,0.972826086956522,0.560975609756098,0.582278481012658,0.567001309471846,0.590361445783132,0.563218390804598,0.59173577768078,0.824858757062147,0.82579185520362,0.824660633484163
