model_name; vector_size; start_index; end; nb_zones; metric; mode; tran_size; val_size; test_size; train_pct_size; val_pct_size; test_pct_size; train_acc; val_acc; test_acc; all_acc; F1_train; recall_train; roc_auc_train; F1_val; recall_val; roc_auc_val; F1_test; recall_test; roc_auc_test; F1_all; recall_all; roc_auc_all;
svm_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svd; 24; 0; 24; 4; sub_blocks_stats; svd; 976; 325; 325; 0.6002460024600246; 0.1998769987699877; 0.1998769987699877; 0.5266463286345466; 0.47384615384615386; 0.48615384615384616; 0.7921279212792128; 1.0; 1.0; 1.0; 0.6430062630480168; 1.0; 0.5; 0.6542443064182195; 1.0; 0.5; 0.825593395252838; 1.0; 0.7953995157384988
ensemble_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svd; 24; 0; 24; 4; sub_blocks_stats; svd; 932; 310; 310; 0.6005154639175257; 0.19974226804123713; 0.19974226804123713; 0.9796042095630291; 0.7774193548387097; 0.7935483870967742; 0.9130154639175257; 0.9978586723768736; 1.0; 0.997854077253219; 0.7863777089783281; 0.79375; 0.776875; 0.8083832335329341; 0.8385093167701864; 0.7917378798616032; 0.9151477058453803; 0.9250317662007624; 0.9128426804860021
ensemble_model_v2_N24_B0_E24_nb_zones_4_sub_blocks_stats_svd; 24; 0; 24; 4; sub_blocks_stats; svd; 914; 304; 304; 0.6005256241787122; 0.19973718791064388; 0.19973718791064388; 0.9736980410893455; 0.756578947368421; 0.7138157894736842; 0.8942181340341656; 1.0; 1.0; 1.0; 0.7716049382716049; 0.7352941176470589; 0.7594381035996489; 0.6947368421052631; 0.66; 0.7131168831168833; 0.8942875902823375; 0.8764478764478765; 0.8945997771501127
svm_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdn; 24; 0; 24; 4; sub_blocks_stats; svdn; 904; 301; 301; 0.600265604249668; 0.199867197875166; 0.199867197875166; 0.9911355311355312; 0.5249169435215947; 0.5249169435215947; 0.8094289508632138; 0.9988950276243094; 1.0; 0.9988938053097346; 0.6727688787185354; 0.9735099337748344; 0.5234216335540839; 0.6772009029345373; 0.9933774834437086; 0.5233554083885209; 0.8392156862745098; 0.993368700265252; 0.8091843501326259
ensemble_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdn; 24; 0; 24; 4; sub_blocks_stats; svdn; 968; 322; 322; 0.6004962779156328; 0.19975186104218362; 0.19975186104218362; 0.9824205326460481; 0.6614906832298136; 0.6801242236024845; 0.8684863523573201; 1.0; 1.0; 1.0; 0.7295285359801489; 0.9074074074074074; 0.6599537037037038; 0.7418546365914787; 0.896969696969697; 0.6745994981663772; 0.880225988700565; 0.9605425400739828; 0.8679117194751936
ensemble_model_v2_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdn; 24; 0; 24; 4; sub_blocks_stats; svdn; 880; 293; 293; 0.6002728512960437; 0.19986357435197818; 0.19986357435197818; 0.9840909090909091; 0.6382252559726962; 0.658703071672355; 0.859481582537517; 1.0; 1.0; 1.0; 0.6845238095238095; 0.8455882352941176; 0.6520934807043837; 0.7191011235955056; 0.8258064516129032; 0.6484104721832632; 0.8689567430025446; 0.9343365253077975; 0.8596852694566198
svm_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdne; 24; 0; 24; 4; sub_blocks_stats; svdne; 898; 299; 299; 0.6002673796791443; 0.1998663101604278; 0.1998663101604278; 0.98665418227216; 0.5484949832775919; 0.568561872909699; 0.820855614973262; 0.9955654101995565; 1.0; 0.9955456570155903; 0.4866920152091255; 0.4740740740740741; 0.5419150858175248; 0.43668122270742354; 0.36231884057971014; 0.5538302277432713; 0.8077474892395983; 0.7797783933518005; 0.819475759983394
ensemble_model_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdne; 24; 0; 24; 4; sub_blocks_stats; svdne; 872; 290; 290; 0.6005509641873278; 0.19972451790633608; 0.19972451790633608; 0.9839341692789969; 0.5517241379310345; 0.593103448275862; 0.8292011019283747; 1.0; 1.0; 1.0; 0.5185185185185184; 0.5223880597014925; 0.5496555683122847; 0.6013513513513513; 0.6054421768707483; 0.5929308786451644; 0.827538247566064; 0.8298465829846583; 0.8292090057780434
ensemble_model_v2_N24_B0_E24_nb_zones_4_sub_blocks_stats_svdne; 24; 0; 24; 4; sub_blocks_stats; svdne; 948; 316; 316; 0.6; 0.2; 0.2; 0.9894624860022396; 0.7025316455696202; 0.6360759493670886; 0.8677215189873417; 1.0; 1.0; 1.0; 0.7359550561797753; 0.7891566265060241; 0.6979116465863453; 0.6325878594249201; 0.668918918918919; 0.638030888030888; 0.8707482993197279; 0.8934010152284264; 0.8677863662000718
svm_model_N24_B0_E24_nb_zones_6_sub_blocks_stats_svd; 24; 0; 24; 6; sub_blocks_stats; svd; 1378; 459; 459; 0.6001742160278746; 0.1999128919860627; 0.1999128919860627; 0.682148524278007; 0.5076252723311547; 0.5054466230936819; 0.8027003484320557; 1.0; 1.0; 1.0; 0.6734104046242775; 1.0; 0.5; 0.6714905933429811; 1.0; 0.5; 0.835929011227816; 1.0; 0.8016637478108581
