model_name; vector_size; start; end; nb_zones; metric; mode; train_size; val_size; test_size; train_pct_size; val_pct_size; test_pct_size; train_acc; val_acc; test_acc; all_acc; F1_train; recall_train; roc_auc_train; F1_val; recall_val; roc_auc_val; F1_test; recall_test; roc_auc_test; F1_all; recall_all; roc_auc_all;
svm_model_N26_B0_E26_nb_zones_4_lowest_sv_entropy_std_filters_svdne; 26; 0; 26; 4; lowest_sv_entropy_std_filters; svdne; 116; 38; 38; 0.6041666666666666; 0.19791666666666666; 0.19791666666666666; [0.58333333 0.66666667 0.375      0.59090909 0.5       ]; 0.4473684210526316; 0.5263157894736842; 0.75; 0.923076923076923; 0.9310344827586207; 0.9224137931034482; 0.3636363636363637; 0.3; 0.4555555555555556; 0.5909090909090909; 0.5909090909090909; 0.5142045454545454; 0.7525773195876287; 0.73; 0.7508695652173912
ensemble_model_N80_B0_E80_nb_zones_4_lowest_sv_entropy_std_filters_svdn; 80; 0; 80; 4; lowest_sv_entropy_std_filters; svdn; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.45833333 0.58333333 0.58333333 0.45833333 0.54545455]; 0.4358974358974359; 0.4358974358974359; 0.7755102040816326; 1.0; 1.0; 1.0; 0.47619047619047616; 0.43478260869565216; 0.43614130434782605; 0.4210526315789474; 0.4444444444444444; 0.4365079365079365; 0.7777777777777778; 0.77; 0.775625
svm_model_N26_B0_E26_nb_zones_4_highest_sv_entropy_std_filters_svdne; 26; 0; 26; 4; highest_sv_entropy_std_filters; svdne; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.5        0.45833333 0.375      0.45833333 0.5       ]; 0.4358974358974359; 0.46153846153846156; 0.5816326530612245; 0.7346938775510204; 0.9152542372881356; 0.6694915254237288; 0.5925925925925926; 0.8888888888888888; 0.46825396825396826; 0.5714285714285715; 0.6666666666666666; 0.4444444444444444; 0.672; 0.8571428571428571; 0.5816326530612245
ensemble_model_N4_B0_E4_nb_zones_4_lowest_sv_entropy_std_filters_svdne; 4; 0; 4; 4; lowest_sv_entropy_std_filters; svdne; 124; 41; 41; 0.6019417475728155; 0.19902912621359223; 0.19902912621359223; [0.73076923 0.65384615 0.79166667 0.75       0.66666667]; 0.5365853658536586; 0.5365853658536586; 0.8009708737864077; 0.9763779527559054; 1.0; 0.9758064516129032; 0.6122448979591837; 0.7894736842105263; 0.5538277511961722; 0.5957446808510638; 0.7368421052631579; 0.5502392344497608; 0.8161434977578476; 0.91; 0.804056603773585
ensemble_model_N80_B0_E80_nb_zones_4_highest_sv_entropy_std_filters_svdn; 80; 0; 80; 4; highest_sv_entropy_std_filters; svdn; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.58333333 0.54166667 0.54166667 0.54166667 0.59090909]; 0.5128205128205128; 0.5897435897435898; 0.8214285714285714; 1.0; 1.0; 1.0; 0.4571428571428571; 0.34782608695652173; 0.5489130434782609; 0.5294117647058824; 0.47368421052631576; 0.5868421052631578; 0.8128342245989305; 0.7524752475247525; 0.8236060448150079
ensemble_model_N4_B0_E4_nb_zones_4_highest_sv_entropy_std_filters_svdne; 4; 0; 4; 4; highest_sv_entropy_std_filters; svdne; 120; 40; 40; 0.6; 0.2; 0.2; [0.54166667 0.625      0.45833333 0.41666667 0.41666667]; 0.4; 0.45; 0.77; 1.0; 1.0; 1.0; 0.36842105263157887; 0.3888888888888889; 0.39898989898989895; 0.45; 0.45; 0.45; 0.7676767676767676; 0.7755102040816326; 0.7701080432172869
ensemble_model_N8_B0_E8_nb_zones_4_lowest_sv_entropy_std_filters_svdne; 8; 0; 8; 4; lowest_sv_entropy_std_filters; svdne; 120; 40; 40; 0.6; 0.2; 0.2; [0.79166667 0.75       0.75       0.58333333 0.83333333]; 0.5; 0.6; 0.82; 1.0; 1.0; 1.0; 0.5652173913043479; 0.7647058823529411; 0.5345268542199488; 0.7241379310344828; 0.84; 0.52; 0.8392857142857142; 0.9215686274509803; 0.8179271708683473
ensemble_model_N8_B0_E8_nb_zones_4_highest_sv_entropy_std_filters_svdne; 8; 0; 8; 4; highest_sv_entropy_std_filters; svdne; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.41666667 0.58333333 0.45833333 0.41666667 0.54545455]; 0.358974358974359; 0.46153846153846156; 0.7653061224489796; 1.0; 1.0; 1.0; 0.4444444444444445; 0.43478260869565216; 0.34239130434782605; 0.46153846153846156; 0.5294117647058824; 0.4692513368983957; 0.7722772277227724; 0.7878787878787878; 0.7650734145579506
svm_model_N32_B0_E32_nb_zones_4_lowest_sv_entropy_std_filters_svdne; 32; 0; 32; 4; lowest_sv_entropy_std_filters; svdne; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.5        0.33333333 0.41666667 0.5        0.40909091]; 0.38461538461538464; 0.46153846153846156; 0.673469387755102; 0.819047619047619; 0.7288135593220338; 0.8389830508474575; 0.36842105263157887; 0.4117647058823529; 0.3877005347593583; 0.46153846153846156; 0.5294117647058824; 0.4692513368983957; 0.6483516483516483; 0.6344086021505376; 0.6715732331141038
svm_model_N32_B0_E32_nb_zones_4_highest_sv_entropy_std_filters_svdne; 32; 0; 32; 4; highest_sv_entropy_std_filters; svdne; 118; 39; 39; 0.6020408163265306; 0.1989795918367347; 0.1989795918367347; [0.625      0.375      0.45833333 0.625      0.5       ]; 0.6153846153846154; 0.46153846153846156; 0.5561224489795918; 0.5142857142857143; 0.4576271186440678; 0.5677966101694916; 0.5945945945945946; 0.6111111111111112; 0.6150793650793651; 0.36363636363636365; 0.3157894736842105; 0.45789473684210524; 0.5028571428571429; 0.4583333333333333; 0.5541666666666667
